child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
vaba_riik	NOUN	Gen	Sing	aasta_päev	NOUN	Par	Sing	vabariigi aastapäeva	Head ___vabariigi___ ___aastapäeva___ !	23816	15
klassik	NOUN	Gen	Plur	teos	NOUN	Par	Plur	klassikute teoseid	Need on nii mõnusa mustriga , et teeb lausa kadedaks : matemaatikaõpetaja sai plusside-miinustega kampsuni , muusikaõpetaja jakil on kena klaviatuur ja emakeeleõpetaja kampsunit võib mõni laisem laps lausa spikrina kasutada - sellel on hulk ___klassikute___ ___teoseid___ !	23860	3
õpilane	NOUN	Gen	Plur	suhtlemis_oskus	NOUN	Par	Sing	õpilaste suhtlemisoskust	VeniVidiVici õpilasvahetus on parandanud meie ___õpilaste___ ___suhtlemisoskust___ , andnud uusi kogemusi ja tutvusi , avardanud silmaringi , andnud teadmisi Eesti kohta ja ideid , mida enda koolis rakendada .	24066	429
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Me arutasime seda programmi perega ja kuigi alguses olin kahevahel , otsustasime , et mõistlik on osaleda ja teha taotlus ___kuu___ ___aega___ enne õpilasvahetuse algust .	24073	156
õpi_lasetu_husi	NOUN	Gen	Sing	algus	NOUN	Par	Sing	õpilasvahetuse algust	Me arutasime seda programmi perega ja kuigi alguses olin kahevahel , otsustasime , et mõistlik on osaleda ja teha taotlus kuu aega enne ___õpilasvahetuse___ ___algust___ .	24073	3
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Ma ei pannud tähelegi , kui ___kuu___ ___aega___ oli linnulennul möödunud .	24126	156
kuu	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	kuu aega	Nii kahju oli , et ___kuu___ ___aega___ nii ruttu möödus .	24132	156
kuht	NOUN	Nom	Sing	emotsioon	NOUN	Par	Plur	kuhi emotsioone	Ma soovitan siiralt kõikidele mitte karta ja väljuda mugavustsoonist ning saada terve ___kuhi___ uusi ja positiivseid ___emotsioone___ .	24145	2
keel	NOUN	Gen	Sing	oskus	NOUN	Par	Sing	keele oskust	Mis sa arvad , kuidas vahetusõpilase aeg su eesti ___keele___ ___oskust___ parandab ?	24166	609
vahetus_õpilane	NOUN	Nom	Sing	olemine	NOUN	Par	Sing	vahetusõpilane olemist	Kas sa arvad , et oleks hea , kui kõik katsetavad ___vahetusõpilane___ ___olemist___ ?	24167	24
kodu_kool	NOUN	Gen	Sing	kontaktisik	NOUN	Par	Sing	kodukooli kontaktisikut	Vahetusopilasel on kohustus teavitada ___kodukooli___ ___kontaktisikut___ vahetussoovist .	24188	3
vahetus_periood	NOUN	Gen	Sing	lõpp	NOUN	Par	Sing	vahetusperioodi lõppu	Vahetusopilasel on kohustus pärast ___vahetusperioodi___ ___lõppu___ anda tagasisidet vahetusperioodi kohta vahetust organiseerinud VeniVidiVici esindajale .	24194	5
õpilane	NOUN	Gen	Plur	mass	NOUN	Par	Plur	õpilaste masse	Huvitav oleks vaadata , kuidas suurtes linnades kõik toimub ja näha neid suuri ___õpilaste___ ___masse___ .	24239	429
summa	NOUN	Nom	Sing	raha	NOUN	Par	Sing	summa raha	Stanislavil oli kaasas päris korralik ___summa___ ___raha___ .	24307	22
sotsiaal_meedia	NOUN	Gen	Sing	kanal	NOUN	Par	Sing	sotsiaalmeedia kanalit	Kui sa saaksid kasutada vaid ühte ___sotsiaalmeedia___ ___kanalit___ , siis mis see oleks ?	24389	24
sotsiaal_meedia	NOUN	Gen	Sing	konto	NOUN	Par	Sing	sotsiaalmeedia kontot	Ainult 4% vastajatest ütles , et neil ei ole ühtegi ___sotsiaalmeedia___ ___kontot___ .	24410	24
sotsiaal_meedia	NOUN	Gen	Sing	kanal	NOUN	Par	Sing	sotsiaalmeedia kanalit	Kui saaksid kasutada vaid ühte ___sotsiaalmeedia___ ___kanalit___ , siis mis see oleks ?	24414	24
sotsiaal_meedia	NOUN	Gen	Sing	kanal	NOUN	Par	Sing	sotsiaalmeedia kanalit	Kui saaksid kasutada vaid ühte ___sotsiaalmeedia___ ___kanalit___ , siis mis see oleks ?	24419	24
enamus	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	enamus õpilasi	Nagu uuringust näha , külastab valdav ___enamus___ ( 83% ) ___õpilasi___ internetti nutitelefoni kaudu .	24434	5
maa_ilm	NOUN	Gen	Sing	probleem	NOUN	Par	Plur	maailma probleeme	Seetõttu tundub mulle , et inimesed on seal avatumad ning esitavad rohkem postituste alla pikki arvamusi , mis käsitlevad ___maailma___ ___probleeme___ .	24448	223
video	NOUN	Gen	Plur	tegelikkus	NOUN	Par	Sing	videote tegelikkust	Tihti näeme seal pilte , kus inimestel on veatu nahk , ideaalne keha ja juuksed , aga keegi ei näita nende ___videote___ ja piltide ___tegelikkust___ .	24452	21
sõber	NOUN	Gen	Plur	tegemine	NOUN	Par	Plur	sõprade tegemisi	Instagrami pluss on , et siin on kerge jälgida nende ___sõprade___ ___tegemisi___ , kes elavad sinust kaugel .	24462	560
klassika_aslane	NOUN	Nom	Plur	jutt	NOUN	Par	Sing	klassikaaslased juttu	Kuidas suhtusid ___klassikaaslased___ Liisa ___juttu___ Johannese kohta ?	24602	38
sari	NOUN	Gen	Sing	tegelane	NOUN	Par	Sing	sarja tegelast	Võrdle kaht ___sarja___ ___tegelast___ : mille poolest nad sarnanevad ja mille poolest erinevad ?	24752	19
värv	NOUN	Par	Sing	seos	NOUN	Par	Plur	värvi seoseid	Ära kirjuta väga ametlikult , lisa ___värvi___ ( emotsionaalseid väljendeid jmt ) , isiklikku ( seost endaga , mõju endale vm ) , ___seoseid___ tänapäevaga .	24775	96
nädal	NOUN	Par	Sing	vahe_aeg	NOUN	Par	Sing	nädalat vaheaega	Kooliaasta lõpeb märtsi keskel ja enne uue õppeaasta algust on kaks ___nädalat___ ___vaheaega___ .	24856	225
õppe_aasta	NOUN	Gen	Sing	algus	NOUN	Par	Sing	õppeaasta algust	Kooliaasta lõpeb märtsi keskel ja enne uue ___õppeaasta___ ___algust___ on kaks nädalat vaheaega .	24856	21
keel	NOUN	Gen	Sing	grammatika	NOUN	Par	Sing	keele grammatikat	Inglise keelt õpitakse samamoodi , et õpetaja klassi ees jaapani keeles õpetab inglise ___keele___ ___grammatikat___ , nii-öelda , kuidas keel toimib .	24864	609
kuu	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	kuu aega	Meil oli ___kuu___ ___aega___ enne tagasitulekut aastalõpuseminar YFU-ga .	24876	156
ema	NOUN	Gen	Sing	pisar	NOUN	Par	Plur	ema pisaraid	Paned seljakoti selga ja pühid ___ema___ ___pisaraid___ ja teed kalli ja surud isa kätt ja lähed .	24987	549
inimene	NOUN	Gen	Plur	süda	NOUN	Par	Plur	inimeste südameid	Mis see sinu võti on , et sa ___inimeste___ ___südameid___ niimoodi sulatad ja hästi läbi saad ?	25129	1323
laps	NOUN	Gen	Plur	treening	NOUN	Par	Plur	laste treeninguid	Tänapäeval suur osa nendest eluks vajalikest rakendustest on nutiseadmes , mistõttu minul näiteks on vaja oma ___laste___ ___treeninguid___ seal märkida , vaadata , kus nad käisid .	25209	810
nuti_seade	NOUN	Nom	Plur	õppimine	NOUN	Par	Sing	nutiseadmed õppimist	Mis sa arvad , kuidas ja kui palju mõjutavad ___nutiseadmed___ ___õppimist___ ?	25220	11
pool	NOUN	Nom	Sing	käng	NOUN	Par	Sing	pool kängu	Et kui nutivahendeid liiga palju õppimiseks ka kasutada , siis jääb see tegelik sotsiaalne ___pool___ ___kängu___ .	25236	41
õppimine	NOUN	Nom	Sing	grammati_kaoskus	NOUN	Par	Sing	õppimine grammatikaoskust	Lisaks arendab fraaside ___õppimine___ ___grammatikaoskust___ .	25256	82
kirjutaja	NOUN	Gen	Sing	väide	NOUN	Par	Sing	kirjutaja väidet	Arvamuslõigus on pealause , mis väljendab ___kirjutaja___ ___väidet___ .	25266	16
rahvas	NOUN	Gen	Sing	hääl	NOUN	Par	Sing	rahva häält	Tänavaküsitlus on intervjuu alaliik , mida kasutatakse tavaliselt siis , kui soovitakse kuulda ___rahva___ ___häält___ .	25326	67
elanikkond	NOUN	Gen	Sing	grupp	NOUN	Par	Plur	elanikkonna gruppe	Samas peetakse silmas , et vastajad esindaksid ___elanikkonna___ eri ___gruppe___ : mehi , naisi , nooremaid , vanemaid jne .	25328	8
küsitlus	NOUN	Gen	Sing	läbi_viimine	NOUN	Par	Sing	küsitluse läbiviimist	Mida tuleks teha enne ___küsitluse___ ___läbiviimist___ ?	25354	15
tegevus	NOUN	Gen	Sing	tulemus	NOUN	Par	Sing	tegevuse tulemust	Mis käändes on sihitis tavaliselt siis , kui tegusõna üks osa on ära , valmis , läbi vms ___tegevuse___ ___tulemust___ näitav osa ?	25374	120
keele_struktuur	NOUN	Gen	Plur	kasutamine	NOUN	Par	Sing	keelestruktuuride kasutamist	Keerukamate ___keelestruktuuride___ ___kasutamist___ tuleb korduvalt harjutada .	25378	4
inimene	NOUN	Gen	Sing	arvamus	NOUN	Par	Sing	inimese arvamust	Teise ___inimese___ ___arvamust___ on võimalik tekstis esitada kas tsitaadi või refereeringuna .	25408	1323
haridus	NOUN	Gen	Sing	tähtsus	NOUN	Par	Sing	hariduse tähtsust	Ene Ergma arvas , et noored peaksid mõistma korraliku ___hariduse___ ___tähtsust___ , sest vahendamisega ei jõua enam kuhugi .	25413	41
õpilane	NOUN	Gen	Plur	aktiivsus	NOUN	Par	Sing	õpilaste aktiivsust	Ettevõtliku õppe all aga võib mõista ___õpilaste___ suuremat ___aktiivsust___ ja tahet oma ideid teoks teha , seda muidugi toetavate õpetajatega .	25444	429
olümpia_mängud	NOUN	Gen	Plur	aja_lugu	NOUN	Par	Sing	olümpiamängude ajalugu	Õpilased uurisid erinevaid riike , nende ajalugu , sümboolikat ja ka ___olümpiamängude___ ___ajalugu___ .	25451	34
soovitus	NOUN	Gen	Sing	tugevus	NOUN	Par	Sing	Soovituse tugevust	___Soovituse___ ___tugevust___ saab muuta rõhusõnadega - kindlasti tuleks teha , ehk tuleks teha .	25490	34
arv	NOUN	Gen	Sing	suurendamine	NOUN	Par	Sing	arvu suurendamist	Ehk tuleks kaaluda gümnaasiumis praktiliste tundide ___arvu___ ___suurendamist___ .	25496	39
tund	NOUN	Gen	Plur	arv	NOUN	Par	Sing	tundide arvu	Mõttekas on suurendada gümnaasiumis praktiliste ___tundide___ ___arvu___ .	25498	555
tund	NOUN	Gen	Plur	arv	NOUN	Par	Sing	tundide arvu	Hea oleks suurendada gümnaasiumis praktiliste ___tundide___ ___arvu___ .	25499	555
lugeja	NOUN	Gen	Sing	tähele_panu	NOUN	Par	Sing	lugeja tähelepanu	Hea artikkel peab kõigepealt võitma ___lugeja___ ___tähelepanu___ .	25500	35
kirjutamine	NOUN	Gen	Sing	põhi_mõte	NOUN	Par	Plur	kirjutamise põhimõtteid	Meenuta arvamuslõigu ___kirjutamise___ ___põhimõtteid___ ( lk 4 ) .	25560	42
rõhu_sõna	NOUN	Par	Sing	võimalus	NOUN	Par	Plur	rõhusõnu võimalusi	Kasuta ___rõhusõnu___ ( harjutus 8 ) ja soovituste andmise ___võimalusi___ ( harjutus 13 ) .	25590	7
andmine	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	andmise võimalusi	Kasuta rõhusõnu ( harjutus 8 ) ja soovituste ___andmise___ ___võimalusi___ ( harjutus 13 ) .	25590	16
aeg	NOUN	Gen	Plur	kasutus	NOUN	Par	Sing	aegade kasutust	Jälgi mineviku ___aegade___ ___kasutust___ , umbisikulisi ja isikulisi vorme ning sihitise käändeid .	25594	919
kasutus	NOUN	Par	Sing	vorm	NOUN	Par	Plur	kasutust vorme	Jälgi mineviku aegade ___kasutust___ , umbisikulisi ja isikulisi ___vorme___ ning sihitise käändeid .	25594	16
sihitis	NOUN	Gen	Sing	kääne	NOUN	Par	Plur	sihitise käändeid	Jälgi mineviku aegade kasutust , umbisikulisi ja isikulisi vorme ning ___sihitise___ ___käändeid___ .	25594	8
väljend	NOUN	Gen	Plur	tähendus	NOUN	Par	Sing	väljendite tähendust	Mõistan mõnede kujundlike ___väljendite___ ___tähendust___ .	25611	31
protsess_kirjutamine	NOUN	Gen	Sing	põhi_mõte	NOUN	Par	Plur	protsesskirjutamise põhimõtteid	Oskan kirjutada arvamusartiklit , kasutades ___protsesskirjutamise___ ___põhimõtteid___ .	25619	1
filmi_blogi	NOUN	Gen	Sing	sisse_kanne	NOUN	Par	Plur	filmiblogi sissekandeid	Oskan kirjutada ___filmiblogi___ ___sissekandeid___ .	25655	3
filmi_blogi	NOUN	Gen	Sing	sisse_kanne	NOUN	Par	Plur	filmiblogi sissekandeid	Oskan kommenteerida ___filmiblogi___ ___sissekandeid___ .	25656	3
omadus_sõna	NOUN	Gen	Plur	sünonüüm	NOUN	Par	Plur	omadussõnade sünonüüme	Oskan kasutada tavaliste ___omadussõnade___ ___sünonüüme___ .	25660	9
riik	NOUN	Gen	Sing	päeva_leht	NOUN	Par	Plur	riigi päevalehti	Meie ___riigi___ üks suurimaid ___päevalehti___ otsustas eelmisel aastal asendada avaliku kommentaariumi kasutajapõhisega .	25677	184
lugeja	NOUN	Gen	Sing	tähele_panu	NOUN	Par	Sing	lugeja tähelepanu	Kui autor kasutab väljendit mis sülg suhu toob , äratab see ___lugeja___ ___tähelepanu___ ja näitab , et autori suhtumine on negatiivne .	25708	35
toimumine	NOUN	Gen	Sing	tõe_näosus	NOUN	Par	Sing	toimumise tõenäosust	Keeles väljendatakse sündmuse ___toimumise___ ___tõenäosust___ mitmesuguste sõnade ja väljenditega .	25726	2
inimene	NOUN	Gen	Sing	suhtlus	NOUN	Par	Sing	inimese suhtlust	Kahe ___inimese___ omavahelist ___suhtlust___ , mille käigus arutatakse mõnd probleemi , nimetatakse diskussiooniks ehk mõttevahetuseks .	25729	1323
tegelane	NOUN	Gen	Plur	sise_maa_ilm	NOUN	Par	Sing	tegelaste sisemaailma	Romaanis avab kirjanik sageli oma ___tegelaste___ ___sisemaailma___ , nende mõtteid ja tundeid .	25785	33
ekraniseering	NOUN	Par	Sing	liige	NOUN	Par	Plur	ekraniseeringut liikmeid	Filmi produtsent juhatab filmiklubi ürituse sisse , tutvustab paariminutilise sõnavõtuga ___ekraniseeringut___ ja rühma ___liikmeid___ ning annab seejärel kõigile kordamööda sõna .	25874	11
roll	NOUN	Gen	Sing	täitmine	NOUN	Par	Sing	rolli täitmist	Hinnake ___rolli___ ___täitmist___ ( kui loomulik ja usutav esinemine oli ) , esinemise sisu ( kui huvitav ja sisukas esineja jutt oli ) ja esinemise keelt ( kui sobilik ja korrektne keelekasutus oli ) .	25881	71
esinemine	NOUN	Gen	Sing	keel	NOUN	Par	Sing	esinemise keelt	Hinnake rolli täitmist ( kui loomulik ja usutav esinemine oli ) , esinemise sisu ( kui huvitav ja sisukas esineja jutt oli ) ja ___esinemise___ ___keelt___ ( kui sobilik ja korrektne keelekasutus oli ) .	25881	25
üritus	NOUN	Gen	Sing	lõpp	NOUN	Par	Sing	ürituse lõppu	Hinnangud ja kommentaarid esitage suuliselt pärast filmiklubi ___ürituse___ ___lõppu___ .	25883	69
inimene	NOUN	Gen	Sing	nimi	NOUN	Par	Sing	inimese nime	Kui soovid pöördumisel kasutada ___inimese___ ___nime___ , siis ei piisa ainult eesnimest , kirjutada tuleb täisnimi ( Tere , Priit Võigemast või Tere , Priit Võigemast ! ) .	25908	1323
enamik	NOUN	Nom	Sing	kiri	NOUN	Par	Plur	Enamik kirju	___Enamik___ ___kirju___ saadetakse tänapäeval meiliga .	25925	42
näitleja	NOUN	Gen	Plur	pilt	NOUN	Par	Plur	näitlejate pilte	Infot noorte eesti näitlejate kohta võib leida näiteks teatrite kodulehekülgedelt , kus näeb ka ___näitlejate___ ___pilte___ ja lühitutvustusi .	25936	80
lava_kunsti_kool	NOUN	Gen	Sing	nime_kiri	NOUN	Par	Plur	lavakunstikooli nimekirju	Vaadata tasub kindlasti ka ___lavakunstikooli___ tudengite ___nimekirju___ .	25937	3
tudeng	NOUN	Gen	Plur	nime_kiri	NOUN	Par	Plur	tudengite nimekirju	Vaadata tasub kindlasti ka lavakunstikooli ___tudengite___ ___nimekirju___ .	25937	21
otsi_mootor	NOUN	Gen	Sing	tingimus	NOUN	Par	Plur	otsimootori tingimusi	Tasub ka jälgida ___otsimootori___ tehnilisi ___tingimusi___ : kuidas saab otsida tervikfraasi , kuidas saab ebavajaliku info otsitava hulgast välja lülitada .	25939	1
tulevik	NOUN	Gen	Sing	vorm	NOUN	Par	Plur	tuleviku vorme	Oskan kasutada ___tuleviku___ ___vorme___ .	25951	98
esinemine	NOUN	Gen	Sing	väljend	NOUN	Par	Plur	esinemise väljendeid	Oskan kasutada filmiteemalise ___esinemise___ ___väljendeid___ .	25953	25
sündmus	NOUN	Gen	Plur	kirjeldus	NOUN	Par	Plur	sündmuste kirjeldusi	Meedias ( ajalehes , televisioonis , raadios , internetis ) edastatakse uudistena viimasel ajal toimunud oluliste ___sündmuste___ ___kirjeldusi___ .	25954	63
maakonna_leht	NOUN	Nom	Plur	uudis	NOUN	Par	Plur	maakonnalehed uudiseid	Näiteks avaldavad ___maakonnalehed___ ___uudiseid___ ka kohalikest sündmustest , mis üleriiklikele väljaannetele ei pruugi huvi pakkuda .	25956	1
seltskonna_sündmus	NOUN	Gen	Plur	kirjeldus	NOUN	Par	Plur	seltskonnasündmuste kirjeldusi	Meelelahutuslikud väljaanded avaldavad sageli uudistena ka ___seltskonnasündmuste___ ___kirjeldusi___ .	25957	1
osa_pool	NOUN	Gen	Plur	vaate_nurk	NOUN	Par	Sing	osapoolte vaatenurki	Hästi kirjutatud uudis on tasakaalustatud , st esitab sündmuse eri ___osapoolte___ ___vaatenurki___ .	25967	3
küla_elanik	NOUN	Gen	Plur	turva_tunne	NOUN	Par	Sing	külaelanike turvatunnet	Hundi rünnakud olid vähendanud ___külaelanike___ ___turvatunnet___ .	25988	2
uudis	NOUN	Gen	Sing	vastu_võtt	NOUN	Par	Sing	uudise vastuvõttu	Lisaks faktidele ja kommentaaridele mõjutab ___uudise___ ___vastuvõttu___ selle keelekasutus .	25996	79
tekst	NOUN	Gen	Plur	vastu_võtt	NOUN	Par	Sing	Tekstide vastuvõttu	___Tekstide___ ___vastuvõttu___ mõjutatakse ka rõhusõnadega .	26012	155
maa	NOUN	Gen	Plur	saavutus	NOUN	Par	Plur	maid saavutusi	Kui eesti tudengite üks läbi ajaloo silmapaistva ___maid___ ___saavutusi___ oli kosmose meelevalda jäetud , saabus mõne tunni pikkune hingetõmbeaeg .	26064	202
poiss	NOUN	Gen	Plur	õppe_edukus	NOUN	Par	Sing	poiste õppeedukust	Eraldi klassid parandasid nii ___poiste___ kui ka tüdrukute ___õppeedukust___ .	26087	262
noor	NOUN	Gen	Plur	suitsetamine	NOUN	Par	Sing	noorte suitsetamist	Tubakatoodete reklaam on suurendanud ___noorte___ ___suitsetamist___ .	26089	139
telefon	NOUN	Gen	Plur	kasutus_võimalus	NOUN	Par	Plur	telefonide kasutusvõimalusi	Nutitelefonide tootjad laiendavad ___telefonide___ ___kasutusvõimalusi___ .	26090	174
noor	NOUN	Gen	Plur	arv	NOUN	Par	Sing	noorte arvu	Seiklushimu suurendab välismaale lahkuvate ___noorte___ ___arvu___ .	26092	139
uudis	NOUN	Gen	Sing	mõju	NOUN	Par	Sing	uudise mõju	Oskan analüüsida ___uudise___ ___mõju___ .	26119	79
tegevus	NOUN	Gen	Sing	põhjustaja	NOUN	Par	Sing	tegevuse põhjustajat	Oskan kasutada tegusõnu , mis väljendavad iseenesest juhtuvat sündmust , ja tegusõnu , mis väljendavad ___tegevuse___ ___põhjustajat___ .	26123	120
hunt	NOUN	Gen	Sing	ulg	NOUN	Par	Sing	hundi ulgu	Eesti võiks jahilubade asemel müüa turismimagnetina ___hundi___ ___ulgu___ , jalajälge ja silmavaadet , leiab hundivaatluste korraldaja Bert Rähni .	26128	44
mets_loom	NOUN	Gen	Plur	liikumis_rada	NOUN	Par	Plur	metsloomade liikumisradasid	Varitsustelkide püstitamine on omaette teadus : tuleb hästi tunda ___metsloomade___ ___liikumisradasid___ ning meelitada neid kohale söödaga .	26138	7
jahi_luba	NOUN	Gen	Plur	arv	NOUN	Par	Sing	Jahilubade arvu	___Jahilubade___ ___arvu___ oskab kõige täpsemini kommenteerida metsakaitse- ja metsauuenduse keskuse ekspert Peep Männil .	26169	2
hunt	NOUN	Gen	Sing	ulgumine	NOUN	Par	Sing	hundi ulgumist	Öeldakse , et kes on korra jäises talveöös ___hundi___ ___ulgumist___ kuulnud , ei unusta seda kunagi .	26177	44
ekspert	NOUN	Gen	Plur	arvamus	NOUN	Par	Plur	ekspertide arvamusi	Selleks saab esitada väiteid kinnitavad fakte , statistilisi andmeid , ___ekspertide___ ___arvamusi___ , seadusi jms .	26196	5
uuring	NOUN	Gen	Plur	andmed	NOUN	Par	Plur	uuringute andmeid	Kasulik on esitada fakte , ___uuringute___ ___andmeid___ , spetsialistide arvamusi vms .	26204	20
spetsialist	NOUN	Gen	Plur	arvamus	NOUN	Par	Plur	spetsialistide arvamusi	Kasulik on esitada fakte , uuringute andmeid , ___spetsialistide___ ___arvamusi___ vms .	26204	11
emotsioon	NOUN	Par	Plur	sõna	NOUN	Par	Plur	emotsioone sõnu	Lisaks loogilisele argumenteerimisele peaks kasutama ka sisendamist ( ___emotsioone___ väljendavaid ___sõnu___ , kujundlikke väljendeid , mõjuvaid näiteid , värvikaid tsitaate ) .	26205	19
huvi_rühm	NOUN	Gen	Plur	esindaja	NOUN	Par	Plur	huvirühmade esindajaid	Ühiskondlikult oluliste teemade arutamiseks korraldatakse sageli teledebatte , millesse kutsutakse esinema eri ___huvirühmade___ ___esindajaid___ , kes saavad saates arvamust avaldada ja omavahel diskuteerida .	26216	1
tekst	NOUN	Gen	Sing	kokku_võte	NOUN	Par	Sing	teksti kokkuvõtet	Oskan teha ___teksti___ ___kokkuvõtet___ .	26246	155
tegus_õna	NOUN	Gen	Sing	vorm	NOUN	Par	Plur	tegusõna vorme	Oskan kasutada ___tegusõna___ tingivaid ___vorme___ .	26250	3
pink	NOUN	Gen	Plur	asetus	NOUN	Par	Sing	pinkide asetust	Kuidas te muudaksite ___pinkide___ ___asetust___ klassis keeletunnis , kontrolltöö kirjutamisel , kirjandustunnis jne .	26328	13
nohik	NOUN	Gen	Sing	mulje	NOUN	Par	Sing	nohiku muljet	Kuidas nendega kontakti saavutada , et mitte endast ___nohiku___ ___muljet___ jätta ?	26398	3
vanem	NOUN	Gen	Plur	üks_kõiksus	NOUN	Par	Sing	vanemate ükskõiksust	Tajub ___vanemate___ ___ükskõiksust___ .	26437	316
haridus	NOUN	Gen	Sing	omandamine	NOUN	Par	Sing	Hariduse omandamist	___Hariduse___ ___omandamist___ hakatakse võtma järjest tõsisemalt , sest noortel on olemas eesmärk , mille poole pürgida .	26448	41
klass	NOUN	Gen	Plur	õpilane	NOUN	Par	Plur	klasside õpilasi	Tihti rakendati vanemate ___klasside___ ___õpilasi___ nooremaid abistama .	26475	502
heldimus	NOUN	Gen	Sing	tund	NOUN	Par	Plur	heldimuse tunde	Nende laulude imeilus kõla tekitas mingi ___heldimuse___ ___tunde___ ja andis emotsionaalse laengu koolipäevaks .	26479	2
pere	NOUN	Gen	Sing	tunne	NOUN	Par	Sing	pere tunnet	Ühe ___pere___ ___tunnet___ aitasid luua ka õpetajad , kes olid küllaltki ranged , kuid samal ajal mõistvad ja heatahtlikud .	26485	277
laps	NOUN	Gen	Plur	kodu	NOUN	Par	Plur	laste kodusid	Õpetajad tundsid hästi ___laste___ ___kodusid___ , seetõttu polnud erandiks juhused , et õpetajad ostsid koolilastele saapaid ja kingi , kui paljulapselistes peredes raha selleks ei jätkunud .	26486	810
vana_ema	NOUN	Gen	Sing	kõne	NOUN	Par	Sing	vanaema kõnet	Märkisin üles ___vanaema___ ___kõnet___ ja see oli jälle hoopis isemoodi keel .	26497	220
õppe_aasta	NOUN	Gen	Sing	algus	NOUN	Par	Sing	õppeaasta algust	Head ___õppeaasta___ ___algust___ !	26511	21
katse	NOUN	Gen	Plur	kirjeldus	NOUN	Par	Plur	katsete kirjeldusi	Selles on palju jooniseid , ___katsete___ ___kirjeldusi___ , pilte .	26582	11
kool	NOUN	Gen	Sing	probleem	NOUN	Par	Plur	Kooli probleeme	___Kooli___ ___probleeme___ lahendavad õpetajad kollegiaalselt .	26594	1013
kirja_töö	NOUN	Gen	Sing	tegemine	NOUN	Par	Sing	kirjatöö tegemist	Kooli rohkem kui 200 õpilasele ja õpetajale on arvutid juba neli aastat igapäevaseks töövahendiks , mis hõlbustavad mitmesuguse ___kirjatöö___ ___tegemist___ ning ülemaailmse arvutivõrgu internet abil maailmaga suhtlemist .	26598	1
arvuti_võrk	NOUN	Gen	Sing	suhtlemine	NOUN	Par	Sing	arvutivõrgu suhtlemist	Kooli rohkem kui 200 õpilasele ja õpetajale on arvutid juba neli aastat igapäevaseks töövahendiks , mis hõlbustavad mitmesuguse kirjatöö tegemist ning ülemaailmse ___arvutivõrgu___ internet abil maailmaga ___suhtlemist___ .	26598	8
