id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
7223,pidama,,"ps,aux,neg,impf,indic",0,acl,leppima,"ps,ill,sup,main",xcomp,Eelmisel hooajal pronksiga ___leppima___ ___pidanud___ Tartu Pere Leivast lahkus Küprosele Argo Arak ja rannavõrkpallile pühendub Kristjan Kais .,3396696
7245,saama,,"af,ps,sg,ps3,main,pres,indic",0,conj,tasuma,"ps,aux,ill,sup",advcl,"BDO loogika seisnes selles , et kui seda summat ei pea ___tasuma___ , siis lisades selle 13 miljonile , ___saab___ õigeks diagnostikakeskuse hinnaks kuni 22 miljonit krooni .",3397090
7295,sättima,,"inf,mod",1,root,maiustama,"ps,ill,mod,sup",xcomp,Sellise päkapikupere saab pühade puhul ___sättida___ praadi ___maiustama___ või kõige pühamat toitu - leiba valvama .,3569320
7296,sättima,,"inf,mod",1,root,valvama,"ps,ill,mod,sup",xcomp,Sellise päkapikupere saab pühade puhul ___sättida___ praadi maiustama või kõige pühamat toitu - leiba ___valvama___ .,3569320
7297,harjuma,,"ps,main,past,partic",1,root,valmistama,"ps,ill,mod,sup",xcomp,"Neid ollakse ___harjunud___ ___valmistama___ värvilistest paberitest , kuid vanasti tehti ketid ajalehepaberist , ja sedagi anti lastele kätte napilt - ajaleht oli ja on sõnumite edastaja ja tarkuse allikas .",3569337
7302,juhtuma,,"af,ps,sg,mod,ps3,pres,indic",0,advcl,kraaksuma,"ps,ill,sup,main",xcomp,"Kui aga vares pärast jõulu ___juhtub___ kaheksa korda ühtejärge ___kraaksuma___ , on kevad lähedal - tuleb lühike ja soe talv .",3569475
7315,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,advcl,kõhklema,"ps,aux,ill,sup",xcomp,"Aga ka homme on meile vaja pidet minevikust , mis toetaks meid siis , kui vaim ___kipub___ olemasolevas tegelikkuses ___kõhklema___ .",3569956
7320,tegema,,"af,ps,sg,aux,ps3,impf,indic",0,root,tähistama,"ps,ill,mod,sup",advcl,"Alles hiljuti ___tegi___ Aate Heli õun teatavaks , kuidas Viljandimaal tema arusaamist mööda peaks ___tähistama___ Johann Köleri sünniaastapäeva ja jäädvustama suurmehe mälestust .",3570081
7325,õppima,,"ps,neg,main,pres,indic",1,advcl,saama,"ps,ill,mod,sup",xcomp,"Nemad rahustasid mind maha , et nii on vaja , sest muidu kohalik rahvas ei ___õpigi___ uuest kunstist aru ___saama___ .",3570227
7333,tegema,,"ps,ill,mod,sup",1,root,otsustama,"ps,ill,sup,main",conj,""" Ka nüüd peame ___tegema___ järjekordsest läbirääkimiste voorust kokkuvõtte ning ___otsustama___ , kas ja mis tingimuste osas saab Eesti partneritele vastu tulla , "" lausus ta .",3576108
7341,saama,,"ps,mod,neg,pres,indic",1,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Kogu kompleksi ehitamiseks ja inventari muretsemiseks vähem kui kümne miljoni krooniga ___hakkama___ ei ___saa___ , arvab talunik .",3576255
7342,kippuma,,"ps,sg,neg,ps2,main,pres,imper",0,conj,otsima,"ps,ill,sup,main",xcomp,Seni on pooled teineteisega rahule jäänud ega ___kipu___ ___otsima___ tundmatut klienti .,3576267
7344,saama,,"af,ps,sg,ps3,main,pres,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,"Idaturuta ___saab___ ___hakkama___ , kuid selle avanemine teeks majandamise tükk maad lihtsamaks .",3576275
7349,saama,,"af,ps,sg,aux,ps3,pres,indic",0,root,algama,"ps,ill,sup,main",conj,Hansapanga aktsiate turutegijaks Helsingi börsil ___saab___ Merita Securities ning kauplemine peaks Societe Generale andmeil ___algama___ juba 30. oktoobril .,3576391
7352,harjuma,,"inf,mod",0,acl,mõtlema,"ps,ill,sup,main",xcomp,"Eestis on alles uus asi ___harjuda___ ___mõtlema___ sellele , et elu esimese poole ( tervislik ) eluviis mõjutab elu teise poole tervist .",3576539
7356,tegema,,"aux,inf",1,root,pidama,"ps,aux,ill,sup",conj,"Kui lapse ja vanema vastastikune pahurus viib siiski konfliktini , peavad vanemad julgema otsuseid ___teha___ ja neist rahulikult kinni ___pidama___ .",3576740
7359,sattuma,,"af,ps,sg,ps3,impf,main,indic",0,root,lavastama,"ps,ill,mod,sup",xcomp,"Nõnda ___sattus___ teist "" Die Hardi "" ___lavastama___ soome päritolu Hollywoodi äss Renny Harlin .",3577169
7370,pääsema,,"af,ps,sg,ps2,main,pres,imper",1,conj,võistlema,"ps,ill,sup,main",xcomp,"Paar aastat tagasi MKetapil 4. koha võitnud ( kaotas seejuures vaid Barcelona ja Souli olümpiavõitjatele ) 21aastane Naarits tegi samas ettepaneku meie maadlusjuhtidele : "" Olen Kose Põllumajanduskoolis kõvasti harjutanud , kuid koondisega kuhugi ___võistlema___ ei ___pääse___ .",3577667
7390,pääsema,,"af,ps,sg,ps3,main,pres,indic",0,root,kauplema,"ps,ill,mod,sup",xcomp,Festivalile ___pääseb___ ___kauplema___ lepinguga .,3651508
7394,kippuma,,"ps,sg,neg,ps2,main,pres,imper",0,conj,lavastama,"ps,ill,mod,sup",xcomp,Sööt nagu Sööt ikka - laseb elul omasoodu kulgeda ega ___kipu___ ___lavastama___ .,3651777
7405,saama,,"mod,neg,imps,pres,indic",1,conj,minema,"ps,ill,mod,sup",xcomp,"Aastate jooksul on kujunenud palju traditsioone : kedagi spetsiaalselt külla ta ei kutsu , kuid ukse pealt ka kedagi ___minema___ ei ___saada___ .",3652502
7411,õppima,,"ps,ill,sup,main",0,xcomp,õpetama,"ps,ill,mod,sup",conj,""" Tallinna ja Tartu üleolekut seletab loomulikult see , et nende linnade koolidel on valikut - sinna soovitakse minna nii ___õppima___ kui ___õpetama___ , "" tõdes ta .",3652640
7424,soostuma,,"ps,mod,past,partic",1,conj,täpsustama,"ps,ill,sup,main",xcomp,"Tallinna abilinnapea Ants Leemets ei välistanud , et linn soovib saada tulevikus Balti Baasi aktsiate kontrollpakki , kuid ei ___soostunud___ ___täpsustama___ , mil viisil see võiks toimuda .",3707834
7457,õppima,,"ps,neg,impf,main,indic",1,root,olema,"ps,aux,ill,sup",aux,"Briefi koostamiseks peab klient ___olema___ ___õppinud___ oma toodet tundma ja teadma , mis on väljatöötatava reklaamikampaania eesmärk .",3752324
7458,õppima,,"ps,neg,impf,main,indic",1,root,tundma,"ps,aux,ill,sup",xcomp,"Briefi koostamiseks peab klient olema ___õppinud___ oma toodet ___tundma___ ja teadma , mis on väljatöötatava reklaamikampaania eesmärk .",3752324
7483,saama,,"af,pl,ps,aux,ps3,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Kuid ülikoolid ___saavad___ oma tööga üha halvemini ___hakkama___ .,3754126
7485,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Ta rääkis , et tunneb tuleviku ees tõesti hirmu , sest elab vähimate võimalike kulutustega ja ei ___saa___ enam ___hakkama___ .",3754172
7486,saama,,"aux,inf",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Mardik tõdes , et on suutnud siiani ise ___hakkama___ ___saada___ , kuid nüüd , kui kõik kommunaalteenused , söök ja jook üha kallinevad , ei tule ta oma palgaga enam toime .",3754174
7489,nõustuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,viima,"ps,aux,ill,sup",xcomp,1988 - Afganistani president Najibullah ___nõustus___ ___viima___ ära väed Pakistani piiri äärsetest patrullpunktidest .,3754291
7491,saama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,""" Kui õnnestub laevakerest auk üles leida , see kinni keevitada ja laev veest tühjaks pumbata , ___saab___ kindlasti odavamalt ___hakkama___ , "" lisas Dadukin .",3754313
7507,saama,,"ps,neg,impf,main,indic",1,root,hakkama,"ps,ill,mod,sup",xcomp,"Pingutuste hinnaga oleksin ehk ___hakkama___ ___saanud___ , kuid eelistasin mitte riskida - EM ootab ees .",3754716
7520,tegema,,"ps,aux,ill,sup",0,xcomp,röövima,"ps,aux,ill,sup",conj,"Baltic News Service-i endine asepresident , praegu Moskva erafirmas töötav 27-aastane Georgi Shabad nentis , et kuni riik maksab 300 dollarit kuus inimestele , kes erastruktuurides teenivad 5000 , seni ei ole tal lootust palgata noori , "" kes tuleksid valitsuse heaks tööd ___tegema___ , mitte teda ___röövima___ "" .",3754865
7521,juhtuma,,"inf,main",1,root,ootama,"ps,aux,ill,sup",csubj,"Võib ___juhtuda___ , et Venemaa , olles õigel ajal noore põlvkonna riigiasjadest eemal hoidnud , peab nüüd kaua aega ___ootama___ , kuni skepsis kaob ja poliitika jaoks uuesti loovat energiat leidub .",3754868
7524,harjuma,,"ps,neg,impf,main,indic",1,root,võtma,"ps,ill,mod,sup",xcomp,Eva sõnul ei ole vanemad lastelt raha ___harjunud___ vastu ___võtma___ .,3754987
7525,saama,,"inf,main",0,xcomp,hakkama,"ps,ill,mod,sup",xcomp,"Laste aitamist peetakse loomulikuks , kuid vanas eas tahetakse ise ___hakkama___ ___saada___ .",3754988
7526,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,acl:relcl,pitsitama,"ps,ill,mod,sup",xcomp,"Silma torkavad peamiselt Itaalias ja Tais valmistatud jalatsid , mis ___kipuvad___ eesti laste pisut suuremaid jalgu ___pitsitama___ .",3755013
7527,õppima,,"ps,aux,neg,impf,indic",0,acl:relcl,kõndima,"ps,aux,ill,sup",xcomp,"Meeldivalt üllatas siiski kauplus Stefano , kus pakutakse Saksa firma Rohde mugavaid jalatseid neile , kes äsja ___kõndima___ ___õppinud___ .",3755019
7530,saama,,"ps,aux,ill,sup",1,root,maksma,"ps,ill,mod,sup",conj,"Ta peab sellest elatud ___saama___ , üürid ___maksma___ jne .",3755063
7536,vaevuma,,"neg,imps,main,pres,indic",1,acl:relcl,töötama,"ps,ill,sup,main",xcomp,""" Palju on selliseid projekte , mida ei ___vaevuta___ korralikult läbi ___töötama___ või tahetakse , et fond võtaks kogu riski endale , "" toob Lichfeld esile esitatud projektide puudused .",3758598
7545,saama,,"aux,inf",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,Sõitja proovis riigikeelega ___hakkama___ ___saada___ .,3758783
7546,saama,,"af,pl,ps,ps2,main,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,""" Kuidas te ilma eesti keeleta ametis ___hakkama___ ___saate___ , "" purssis ta , kui takso juba liikus .",3758792
7562,ulatuma,,"ps,neg,main,pres,indic",1,root,vaatama,"ps,ill,mod,sup",xcomp,""" Peale võrkpallurite ei ___ulatu___ keegi koduaiast üle ___vaatama___ , kuid meid ei toetata .",3759282
7566,soostuma,,"af,ps,sg,mod,ps3,pres,indic",0,conj,lisama,"ps,aux,ill,sup",xcomp,""" Ma ei tahaks sellegi üle arutleda , kes näiteks Eluri vigastuse korral sidemängija kohale asub , "" jääb 53-aastane Kukk napisõnaliseks , ent ___soostub___ ___lisama___ , et teeb ka ise trenni .",3759301
7584,õppima,,"ps,ill,sup,main",0,conj,punuma,"ps,ill,mod,sup",conj,""" Alguses oli tekstiiliring , siis läksin portselani maalima , siis naharingi , siis kokandust ___õppima___ ja ___punuma___ , "" rääkis Elviire , kes hiljuti asus juhendama kahte korvipunumise ringi ja on kümme aastat õppinud keraamikat .",3759729
7589,pidama,,"af,pl,ps,aux,ps3,pres,indic",0,acl:relcl,minema,"ps,aux,ill,sup",xcomp,"Omavalitsuste arvu koondamine on paratamatu protsess , millega varem või hiljem ___peavad___ kõiki pisilinnad ja - vallad kaasa ___minema___ .",3761885
7611,kippuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,sulama,"ps,ill,mod,sup",xcomp,Veel hiljaaegu ___kippus___ mäeveerule sadanud lumi ___sulama___ - midagi hõõgus veel mäe sees .,3768671
7636,pääsema,,"af,ps,sg,ps3,main,pres,indic",0,acl:relcl,võistlema,"ps,ill,sup,main",xcomp,"Täna toimuvad klubis Hollywood Eesti showbaarmenide lahtised meistrivõistlused , mille võitja ___pääseb___ ___võistlema___ Londonis 1998. aasta kevadel toimuvale rahvusvahelisele baarmenide võistlusele The Beefeater International Bartenders Competition .",3769103
7638,mahtuma,,"ps,mod,neg,pres,indic",1,root,sõitma,"ps,ill,mod,sup",xcomp,"Kui inimesi on palju , siis ei ___mahu___ võib-olla hästi ___sõitma___ , "" leidis Pille .",3769158
7644,kippuma,,"af,pl,ps,ps3,main,pres,indic",0,root,tekkima,"ps,ill,sup,main",xcomp,"Tallinna ___kipuvad___ ___tekkima___ omaalgatuslikud prügimäed , samuti rikutakse mitmel muul viisil jäätmekäitluse nõudeid .",3769206
7649,nõustuma,,"af,ps,sg,mod,ps3,impf,indic",0,conj,andma,"ps,ill,mod,sup",xcomp,"Samas arvas volikogu käesoleva aasta 20. märtsi otsusega Piirsalu ning veel kahe pere üürielamu munitsipaalvarana müüdavate hoonete hulka , kuid Nõmme halduskogu ___nõustus___ ___andma___ hoone ning maa kasutada AS-ile Pääsküla Keskus .",3769263
7704,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,root,keskenduma,"ps,ill,mod,sup",xcomp,Arutlused ringhäälinguasjade korraldamise ümber ___kipuvad___ alatasa pisut üksluiselt ___keskenduma___ avalik-õigusliku ( endise riikliku ) ja eraringhäälingute rivaliteedile .,3780536
7706,kalduma,,"af,pl,ps,mod,ps3,pres,indic",0,root,seletama,"ps,ill,sup,main",xcomp,"ER-i ja ETV juhtkonnad ___kalduvad___ niisugust kurba saatust endale , oma töötajaile ja üldsusele ___seletama___ poliitikute kättemaksuga kriitiliste saadete eest ( niisiis ajakirjandusvabaduse ahistamisega ) , pahatahtlike konkurentide ( eraringhäälingute ) lobbyga ja tagatipuks Ringhäälingu nõukogu vähese huviga oma hoolealuse käekäigu eest .",3780549
7714,õppima,,"af,ps,sg,ps3,impf,main,indic",0,root,sööma,"ps,ill,sup,main",xcomp,""" Ta ___õppis___ ema kõrvalt ___sööma___ , "" rõõmustab Imbi .",3780664
7720,saama,,"af,pl,ps,mod,ps3,pres,indic",0,advcl,käima,"ps,ill,mod,sup",xcomp,"Neil on hea sidemängija , kui pealinlased oma mängu ___käima___ ___saavad___ , on neid raske peatada .",3780854
7722,saama,,"af,pl,ps,ps3,main,pres,indic",0,advcl,käima,"ps,aux,ill,sup",xcomp,"Pärnu VK treener Andrei Ojamets teab viimast küll isegi : "" Kui viljandlased mängu ___käima___ ___saavad___ ja pallurid distsipliini hoiavad , võivad nad võita keda tahes .",3780873
7735,õppima,,"aux,inf",0,acl,kaitsma,"ps,aux,ill,sup",xcomp,Jaeski sõnul on naiste sõjaväkke tuleku üks põhjus ehk soov end ise ___kaitsma___ ___õppida___ .,3781072
7736,saama,,"af,pl,ps,mod,ps3,pres,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Ohvitseri sõnul oli ka Rootsis algul naisajateenijate suhtes hoiakuid , et naistele tuleb luua eraldi tingimused jne . "" ühe Rootsi ohvitseri sõnul ___saavad___ noored nüüd juba ise oma probleemidega ___hakkama___ .",3781080
7739,saama,,"ps,aux,neg,cond,pres",0,advcl,minema,"ps,ill,sup,main",xcomp,"ütlevad , et nad on nõus tegema 100 kätekõverdust , et ainult ___minema___ ___saaks___ .",3781088
7752,soostuma,,"ps,mod,past,partic",1,root,avalikustama,"ps,ill,mod,sup",xcomp,"Lepingu osapooled ei ___soostunud___ ___avalikustama___ ETV-le makstava summa suurust , kuid ETV kavandatav reklaamitulu järgmisel aastal on 41 miljonit krooni , mis kolme erajaama vahel jagatuna tähendab igaühele ligi 14 miljoni krooni tasumist .",3781260
7757,arvama,,"af,pl,ps,aux,ps3,impf,indic",0,acl:relcl,langema,"ps,ill,sup,main",ccomp,""" Tundub , et selle artikliga ei läinud kaasa inimesed , kes jälgivad ettevõtete tulemusi , vaid spekulandid , kes ___arvasid___ , et äripäeva loo peale peaks turg ___langema___ , "" märkis ta .",3781440
7785,sattuma,,"af,ps,sg,ps3,main,pres,indic",0,advcl,ringlema,"ps,aux,ill,sup",xcomp,""" Osooni kui keemilist ainet peetakse tõepoolest kloorist kümme korda mürgisemaks , juhul kui ta vabalt gaasina ___ringlema___ ___satub___ .",3782048
7786,jõudma,,"af,ps,sg,aux,ps2,cond,pres",0,root,silmitsema,"ps,aux,ill,sup",xcomp,"Kuna pööningule pääsemine on võimalik vaid mööda torni keerdtreppi , ___jõuaksid___ väljapanekut ___silmitsema___ väljavalitud .",3782074
7789,saama,,"af,ps,sg,aux,ps3,impf,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Bermudez ___sai___ suurepäraselt ___hakkama___ Argentiina ründaja Gabriel Batistuta katmisega .,3782282
7794,pretendeerima,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,jätma,"ps,ill,sup,main",conj,"1993. aasta sügisel pääses Wei pooleks aastaks vangist vabaks , kui Peking ___pretendeeris___ 2000. aasta olümpiamängude korraldajaks ja pidi endast head muljet ___jätma___ .",3782411
7824,kibelema,,"af,ps,sg,aux,ps2,pres,imper",1,conj,täpsustama,"ps,ill,mod,sup",xcomp,"Koolidirektorid ei suuda 1. septembril õpetajale täpse palganumbriga töölepingut pakkuda , kuid nad ei ___kibele___ ka hiljem lepingut ___täpsustama___ ega sinna palgasummat kirjutama .",3782958
7826,kippuma,,"af,pl,ps,mod,ps3,pres,indic",0,acl,kirjutama,"ps,aux,ill,sup",xcomp,"Talle teeb muret hoopis see , et õpetajad ___kipuvad___ lepinguile alla ___kirjutama___ seda läbi lugemata ega nõua endale teist eksemplari .",3782981
7827,harjuma,,"ps,mod,past,partic",1,conj,seisma,"ps,ill,mod,sup",xcomp,""" Pedagoogid on ise apaatsevõitu ja pole ___harjunud___ enda eest ___seisma___ , "" tõdes õpetaja Võrno .",3782982
7830,arvama,,"af,pl,ps,aux,ps3,pres,indic",0,acl:relcl,andma,"ps,ill,sup,main",ccomp,"Suurem osa on erakondade esindajate seas neid , kes ___arvavad___ , et president oleks pidanud hinnangu ___andma___ ka salajasele lindistamisele .",4016491
7836,nõustuma,,"af,ps,sg,aux,ps2,impf,indic",0,root,käima,"ps,ill,sup,main",xcomp,Mõningatel andmetel ___nõustusid___ pakkujad osaluse eest välja ___käima___ isegi 300 miljonit krooni .,4293448
7841,saama,,"af,pl,ps,mod,ps3,pres,indic",0,acl:relcl,hakkama,"ps,ill,sup,main",xcomp,"Ma ei räägi sotsiaalmajanduslikust tervikarvestusest , mida tehakse ja mis kuivade arvude keeleski ütleb : see on mastaapne rumalus , millega ___saavad___ ___hakkama___ üksnes need inimesed , kes võimetud nägema riiki kui tervikut , rääkimata inimeste mõistmisest .",4293550
7846,saama,,"af,ps,cond,main,pres",0,root,hakkama,"ps,ill,sup,main",xcomp,""" Kuid ega me mujal ___hakkama___ ___saakski___ , "" lisavad nad .",4293675
7847,saama,,"ps,neg,impf,main,indic",1,csubj,hakkama,"ps,ill,sup,main",xcomp,""" Kellega me ___hakkama___ ei ole ___saanud___ , oleme ära saatnud Valklasse .",4293683
7848,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"Milvi Jäksi sõnul toovad lapsed enamasti ema või isa hooldekodusse seepärast , et ei ___saa___ enam ise hooldamisega ___hakkama___ .",4293690
7851,saama,,"af,ps,aux,cond,pres",1,root,hakkama,"ps,ill,sup,main",xcomp,""" Kuid ega me seal ___hakkama___ ei ___saaks___ .",4293706
7853,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,conj,sõimama,"ps,aux,ill,sup",xcomp,"Osa hoolealuseid on rahutud ning ___kipuvad___ lapsi , sugulasi ja naabreid ___sõimama___ , süüdistades neid oma saatuses .",4293714
7871,ulatuma,,"ps,neg,main,pres,indic",1,root,kõmpima,"ps,ill,sup,main",conj,Bussiliiklus ei ___ulatu___ uusasumiteni ja lapsed peavad kooli minnes ___kõmpima___ kilomeetreid lähima peatuseni .,4304401
7901,tahtma,,"af,ps,aux,cond,pres",0,acl,tegema,"ps,aux,ill,sup",advcl,""" Pidevalt on selline tunne , et ___tahaks___ mõnda päeva , kui ei pea mitte midagi ___tegema___ .",4314468
7921,nõustuma,,"af,ps,sg,ps3,main,pres,indic",0,acl,kustutama,"ps,ill,sup,main",xcomp,"Tallinna linnavalitsus võttis eilsel istungil vastu otsuse , et ___nõustub___ ___kustutama___ Viru väljaku detailplaneeringult Viru hotelli 17-korruselise juurdeehituse .",4354418
7954,nõustuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,tegema,"ps,aux,ill,sup",xcomp,Parki mälestusmärgi ___nõustus___ ___tegema___ Leroux ' monumendi autor Mati Karmin ning see on praeguseks mehel juba peaaegu valmis saanud .,4358324
7968,arvama,,"ps,mod,past,partic",1,root,arutama,"ps,ill,mod,sup",ccomp,""" Ei ___arvanud___ , et peame ___arutama___ sellist kirja , "" lausus ta .",4358517
8005,jõudma,,"aux,neg,impf,imps,indic",1,conj,andma,"ps,ill,sup,main",conj,"Selle suurt osa maailma riikidest hõlmava organisatsiooni erinevate riikide arusaamad vabakaubandusest on erinevad , kuid WTO peadirektori Renato Ruggiero arvates on ühiste probleemide arutamises siiski piisavalt kaugele ___jõutud___ ning algav kohtumine peaks ___andma___ hiiglasliku impulsi maailma turgude avamisele .",4376837
8006,kalduma,,"af,pl,ps,aux,ps3,pres,indic",0,root,nägema,"ps,ill,sup,main",xcomp,"Vaesemad riigid ___kalduvad___ seevastu Lääne nõudmistes töökaitse vallas ___nägema___ Lääne ärimeeste omakasupüüdlikkust , kes muretsevad arengumaade odavat tööjõudu ning madalaid tööstandardeid esile tuues vaid oma kaupade konkurentsivõime pärast .",4376845
8013,saama,,"af,ps,sg,aux,ps3,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui see on selge , ___saab___ ajakirjanikega ___hakkama___ . """,4377006
8014,nõustuma,,"af,pl,ps,mod,ps3,impf,indic",0,root,toetama,"ps,ill,mod,sup",xcomp,1625 - Inglismaa ja ühendatud Provintsid ___nõustusid___ ___toetama___ Taani kuninga Christian IV kampaaniat Saksamaa vastu .,4377009
8018,saama,,"af,ps,sg,mod,ps3,pres,indic",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Kas linnaelu kvaliteet on see , et igaühel peab olema auto või see , kui ___saab___ ka ilma autota kenasti ___hakkama___ ?",4377116
8020,tegema,,"ps,mod,neg,impf,indic",1,root,märkama,"ps,aux,ill,sup",xcomp,"Seda aga , et plakatil on eksitud meie kalli emakeele interpunktsiooni vastu , ei ___teinud___ keegi ___märkama___ .",4377357
